hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector,lead_h,tag,bucket,season,start,end
53,26,21,620,0.6708860759493671,0.2837837837837837,0.53,0.9367088607594936,79,74,2018-01-01_2018-12-31,HRES,5 days,Pacific,120.0,2018,year,ALL,2018-01-01,2018-12-31
115,55,66,480,0.6764705882352942,0.3646408839779005,0.4872881355932203,1.0647058823529412,170,181,2018-01-01_2018-12-31,HRES,7 days,EuroAtlantic,168.0,2018,year,ALL,2018-01-01,2018-12-31
35,44,31,606,0.4430379746835443,0.4696969696969697,0.3181818181818182,0.8354430379746836,79,66,2018-01-01_2018-12-31,HRES,7 days,Pacific,168.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,1 days,EuroAtlantic,24.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,1 days,Pacific,24.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,3 days,EuroAtlantic,72.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,3 days,Pacific,72.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,5 days,EuroAtlantic,120.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,5 days,Pacific,120.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,7 days,EuroAtlantic,168.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,7 days,Pacific,168.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,1 days,EuroAtlantic,24.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,1 days,Pacific,24.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,3 days,EuroAtlantic,72.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,3 days,Pacific,72.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,5 days,EuroAtlantic,120.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,5 days,Pacific,120.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,7 days,EuroAtlantic,168.0,2018,year,ALL,2018-01-01,2018-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,7 days,Pacific,168.0,2018,year,ALL,2018-01-01,2018-12-31
117,4,4,603,0.9669421487603306,0.0330578512396694,0.936,1.0,121,121,2019-01-01_2019-12-31,HRES,1 days,EuroAtlantic,24.0,2019,year,ALL,2019-01-01,2019-12-31
113,2,7,606,0.982608695652174,0.0583333333333333,0.9262295081967212,1.0434782608695652,115,120,2019-01-01_2019-12-31,HRES,1 days,Pacific,24.0,2019,year,ALL,2019-01-01,2019-12-31
107,13,7,597,0.8916666666666667,0.0614035087719298,0.84251968503937,0.95,120,114,2019-01-01_2019-12-31,HRES,3 days,EuroAtlantic,72.0,2019,year,ALL,2019-01-01,2019-12-31
102,13,10,599,0.8869565217391304,0.0892857142857142,0.816,0.9739130434782608,115,112,2019-01-01_2019-12-31,HRES,3 days,Pacific,72.0,2019,year,ALL,2019-01-01,2019-12-31
95,22,19,584,0.811965811965812,0.1666666666666666,0.6985294117647058,0.9743589743589745,117,114,2019-01-01_2019-12-31,HRES,5 days,EuroAtlantic,120.0,2019,year,ALL,2019-01-01,2019-12-31
84,31,18,587,0.7304347826086957,0.1764705882352941,0.631578947368421,0.8869565217391304,115,102,2019-01-01_2019-12-31,HRES,5 days,Pacific,120.0,2019,year,ALL,2019-01-01,2019-12-31
71,42,56,547,0.6283185840707964,0.4409448818897638,0.4201183431952662,1.1238938053097345,113,127,2019-01-01_2019-12-31,HRES,7 days,EuroAtlantic,168.0,2019,year,ALL,2019-01-01,2019-12-31
46,69,46,555,0.4,0.5,0.2857142857142857,0.8,115,92,2019-01-01_2019-12-31,HRES,7 days,Pacific,168.0,2019,year,ALL,2019-01-01,2019-12-31
16,0,0,74,1.0,0.0,1.0,1.0,16,16,2019-01-01_2019-12-31,GraphCast,1 days,EuroAtlantic,24.0,2019,year,ALL,2019-01-01,2019-12-31
7,0,1,82,1.0,0.125,0.875,1.1428571428571428,7,8,2019-01-01_2019-12-31,GraphCast,1 days,Pacific,24.0,2019,year,ALL,2019-01-01,2019-12-31
11,5,0,70,0.6875,0.0,0.6875,0.6875,16,11,2019-01-01_2019-12-31,GraphCast,3 days,EuroAtlantic,72.0,2019,year,ALL,2019-01-01,2019-12-31
6,1,1,78,0.8571428571428571,0.1428571428571428,0.75,1.0,7,7,2019-01-01_2019-12-31,GraphCast,3 days,Pacific,72.0,2019,year,ALL,2019-01-01,2019-12-31
6,9,0,67,0.4,0.0,0.4,0.4,15,6,2019-01-01_2019-12-31,GraphCast,5 days,EuroAtlantic,120.0,2019,year,ALL,2019-01-01,2019-12-31
4,3,2,73,0.5714285714285714,0.3333333333333333,0.4444444444444444,0.8571428571428571,7,6,2019-01-01_2019-12-31,GraphCast,5 days,Pacific,120.0,2019,year,ALL,2019-01-01,2019-12-31
1,10,5,62,0.0909090909090909,0.8333333333333334,0.0625,0.5454545454545454,11,6,2019-01-01_2019-12-31,GraphCast,7 days,EuroAtlantic,168.0,2019,year,ALL,2019-01-01,2019-12-31
4,3,2,69,0.5714285714285714,0.3333333333333333,0.4444444444444444,0.8571428571428571,7,6,2019-01-01_2019-12-31,GraphCast,7 days,Pacific,168.0,2019,year,ALL,2019-01-01,2019-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-01-01_2019-12-31,NeuralGCM,1 days,EuroAtlantic,24.0,2019,year,ALL,2019-01-01,2019-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-01-01_2019-12-31,NeuralGCM,1 days,Pacific,24.0,2019,year,ALL,2019-01-01,2019-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-01-01_2019-12-31,NeuralGCM,3 days,EuroAtlantic,72.0,2019,year,ALL,2019-01-01,2019-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-01-01_2019-12-31,NeuralGCM,3 days,Pacific,72.0,2019,year,ALL,2019-01-01,2019-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-01-01_2019-12-31,NeuralGCM,5 days,EuroAtlantic,120.0,2019,year,ALL,2019-01-01,2019-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-01-01_2019-12-31,NeuralGCM,5 days,Pacific,120.0,2019,year,ALL,2019-01-01,2019-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-01-01_2019-12-31,NeuralGCM,7 days,EuroAtlantic,168.0,2019,year,ALL,2019-01-01,2019-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-01-01_2019-12-31,NeuralGCM,7 days,Pacific,168.0,2019,year,ALL,2019-01-01,2019-12-31
160,8,3,559,0.9523809523809524,0.0184049079754601,0.935672514619883,0.9702380952380952,168,163,2020-01-01_2020-12-31,HRES,1 days,EuroAtlantic,24.0,2020,year,ALL,2020-01-01,2020-12-31
54,1,5,670,0.9818181818181818,0.0847457627118644,0.9,1.0727272727272728,55,59,2020-01-01_2020-12-31,HRES,1 days,Pacific,24.0,2020,year,ALL,2020-01-01,2020-12-31
157,11,10,548,0.9345238095238096,0.059880239520958,0.8820224719101124,0.9940476190476192,168,167,2020-01-01_2020-12-31,HRES,3 days,EuroAtlantic,72.0,2020,year,ALL,2020-01-01,2020-12-31
48,7,3,668,0.8727272727272727,0.0588235294117647,0.8275862068965517,0.9272727272727272,55,51,2020-01-01_2020-12-31,HRES,3 days,Pacific,72.0,2020,year,ALL,2020-01-01,2020-12-31
129,39,17,537,0.7678571428571429,0.1164383561643835,0.6972972972972973,0.8690476190476191,168,146,2020-01-01_2020-12-31,HRES,5 days,EuroAtlantic,120.0,2020,year,ALL,2020-01-01,2020-12-31
39,16,17,650,0.7090909090909091,0.3035714285714285,0.5416666666666666,1.018181818181818,55,56,2020-01-01_2020-12-31,HRES,5 days,Pacific,120.0,2020,year,ALL,2020-01-01,2020-12-31
105,63,28,522,0.625,0.2105263157894736,0.5357142857142857,0.7916666666666666,168,133,2020-01-01_2020-12-31,HRES,7 days,EuroAtlantic,168.0,2020,year,ALL,2020-01-01,2020-12-31
29,26,24,639,0.5272727272727272,0.4528301886792453,0.3670886075949367,0.9636363636363636,55,53,2020-01-01_2020-12-31,HRES,7 days,Pacific,168.0,2020,year,ALL,2020-01-01,2020-12-31
161,7,5,557,0.9583333333333334,0.0301204819277108,0.930635838150289,0.988095238095238,168,166,2020-01-01_2020-12-31,GraphCast,1 days,EuroAtlantic,24.0,2020,year,ALL,2020-01-01,2020-12-31
54,1,3,672,0.9818181818181818,0.0526315789473684,0.9310344827586208,1.0363636363636364,55,57,2020-01-01_2020-12-31,GraphCast,1 days,Pacific,24.0,2020,year,ALL,2020-01-01,2020-12-31
156,12,9,549,0.9285714285714286,0.0545454545454545,0.8813559322033898,0.9821428571428572,168,165,2020-01-01_2020-12-31,GraphCast,3 days,EuroAtlantic,72.0,2020,year,ALL,2020-01-01,2020-12-31
51,4,3,668,0.9272727272727272,0.0555555555555555,0.8793103448275862,0.9818181818181818,55,54,2020-01-01_2020-12-31,GraphCast,3 days,Pacific,72.0,2020,year,ALL,2020-01-01,2020-12-31
134,34,12,542,0.7976190476190477,0.0821917808219178,0.7444444444444445,0.8690476190476191,168,146,2020-01-01_2020-12-31,GraphCast,5 days,EuroAtlantic,120.0,2020,year,ALL,2020-01-01,2020-12-31
38,17,7,660,0.6909090909090909,0.1555555555555555,0.6129032258064516,0.8181818181818182,55,45,2020-01-01_2020-12-31,GraphCast,5 days,Pacific,120.0,2020,year,ALL,2020-01-01,2020-12-31
103,65,34,516,0.6130952380952381,0.2481751824817518,0.5099009900990099,0.8154761904761905,168,137,2020-01-01_2020-12-31,GraphCast,7 days,EuroAtlantic,168.0,2020,year,ALL,2020-01-01,2020-12-31
16,39,21,642,0.2909090909090909,0.5675675675675675,0.2105263157894736,0.6727272727272727,55,37,2020-01-01_2020-12-31,GraphCast,7 days,Pacific,168.0,2020,year,ALL,2020-01-01,2020-12-31
161,7,6,556,0.9583333333333334,0.0359281437125748,0.9252873563218392,0.9940476190476192,168,167,2020-01-01_2020-12-31,NeuralGCM,1 days,EuroAtlantic,24.0,2020,year,ALL,2020-01-01,2020-12-31
54,1,1,674,0.9818181818181818,0.0181818181818181,0.9642857142857144,1.0,55,55,2020-01-01_2020-12-31,NeuralGCM,1 days,Pacific,24.0,2020,year,ALL,2020-01-01,2020-12-31
158,10,9,549,0.9404761904761904,0.0538922155688622,0.8926553672316384,0.9940476190476192,168,167,2020-01-01_2020-12-31,NeuralGCM,3 days,EuroAtlantic,72.0,2020,year,ALL,2020-01-01,2020-12-31
52,3,8,663,0.9454545454545454,0.1333333333333333,0.8253968253968254,1.0909090909090908,55,60,2020-01-01_2020-12-31,NeuralGCM,3 days,Pacific,72.0,2020,year,ALL,2020-01-01,2020-12-31
135,33,18,536,0.8035714285714286,0.1176470588235294,0.7258064516129032,0.9107142857142856,168,153,2020-01-01_2020-12-31,NeuralGCM,5 days,EuroAtlantic,120.0,2020,year,ALL,2020-01-01,2020-12-31
37,18,12,655,0.6727272727272727,0.2448979591836734,0.5522388059701493,0.8909090909090909,55,49,2020-01-01_2020-12-31,NeuralGCM,5 days,Pacific,120.0,2020,year,ALL,2020-01-01,2020-12-31
122,46,39,511,0.7261904761904762,0.2422360248447205,0.5893719806763285,0.9583333333333334,168,161,2020-01-01_2020-12-31,NeuralGCM,7 days,EuroAtlantic,168.0,2020,year,ALL,2020-01-01,2020-12-31
26,29,30,633,0.4727272727272727,0.5357142857142857,0.3058823529411765,1.018181818181818,55,56,2020-01-01_2020-12-31,NeuralGCM,7 days,Pacific,168.0,2020,year,ALL,2020-01-01,2020-12-31
185,7,3,533,0.9635416666666666,0.0159574468085106,0.9487179487179488,0.9791666666666666,192,188,2021-01-01_2021-12-31,HRES,1 days,EuroAtlantic,24.0,2021,year,ALL,2021-01-01,2021-12-31
43,2,3,680,0.9555555555555556,0.0652173913043478,0.8958333333333334,1.022222222222222,45,46,2021-01-01_2021-12-31,HRES,1 days,Pacific,24.0,2021,year,ALL,2021-01-01,2021-12-31
177,13,9,525,0.9315789473684212,0.0483870967741935,0.8894472361809045,0.9789473684210528,190,186,2021-01-01_2021-12-31,HRES,3 days,EuroAtlantic,72.0,2021,year,ALL,2021-01-01,2021-12-31
35,10,9,670,0.7777777777777778,0.2045454545454545,0.6481481481481481,0.9777777777777776,45,44,2021-01-01_2021-12-31,HRES,3 days,Pacific,72.0,2021,year,ALL,2021-01-01,2021-12-31
155,31,24,510,0.8333333333333334,0.1340782122905028,0.7380952380952381,0.9623655913978496,186,179,2021-01-01_2021-12-31,HRES,5 days,EuroAtlantic,120.0,2021,year,ALL,2021-01-01,2021-12-31
32,13,19,656,0.7111111111111111,0.3725490196078431,0.5,1.1333333333333333,45,51,2021-01-01_2021-12-31,HRES,5 days,Pacific,120.0,2021,year,ALL,2021-01-01,2021-12-31
117,65,43,491,0.6428571428571429,0.26875,0.52,0.8791208791208791,182,160,2021-01-01_2021-12-31,HRES,7 days,EuroAtlantic,168.0,2021,year,ALL,2021-01-01,2021-12-31
22,23,31,640,0.4888888888888889,0.5849056603773585,0.2894736842105263,1.1777777777777778,45,53,2021-01-01_2021-12-31,HRES,7 days,Pacific,168.0,2021,year,ALL,2021-01-01,2021-12-31
10,1,1,50,0.9090909090909092,0.0909090909090909,0.8333333333333334,1.0,11,11,2021-01-01_2021-12-31,GraphCast,1 days,EuroAtlantic,24.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,GraphCast,1 days,Pacific,24.0,2021,year,ALL,2021-01-01,2021-12-31
9,0,3,50,1.0,0.25,0.75,1.3333333333333333,9,12,2021-01-01_2021-12-31,GraphCast,3 days,EuroAtlantic,72.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,GraphCast,3 days,Pacific,72.0,2021,year,ALL,2021-01-01,2021-12-31
5,0,4,53,1.0,0.4444444444444444,0.5555555555555556,1.8,5,9,2021-01-01_2021-12-31,GraphCast,5 days,EuroAtlantic,120.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,GraphCast,5 days,Pacific,120.0,2021,year,ALL,2021-01-01,2021-12-31
1,0,4,57,1.0,0.8,0.2,5.0,1,5,2021-01-01_2021-12-31,GraphCast,7 days,EuroAtlantic,168.0,2021,year,ALL,2021-01-01,2021-12-31
1,0,1,60,1.0,0.5,0.5,2.0,1,2,2021-01-01_2021-12-31,GraphCast,7 days,Pacific,168.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,1 days,EuroAtlantic,24.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,1 days,Pacific,24.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,3 days,EuroAtlantic,72.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,3 days,Pacific,72.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,5 days,EuroAtlantic,120.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,5 days,Pacific,120.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,7 days,EuroAtlantic,168.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,7 days,Pacific,168.0,2021,year,ALL,2021-01-01,2021-12-31
166,3,2,557,0.9822485207100592,0.0119047619047619,0.9707602339181286,0.9940828402366864,169,168,2022-01-01_2022-12-31,HRES,1 days,EuroAtlantic,24.0,2022,year,ALL,2022-01-01,2022-12-31
114,7,3,604,0.9421487603305784,0.0256410256410256,0.9193548387096774,0.9669421487603306,121,117,2022-01-01_2022-12-31,HRES,1 days,Pacific,24.0,2022,year,ALL,2022-01-01,2022-12-31
160,9,11,544,0.9467455621301776,0.0643274853801169,0.8888888888888888,1.0118343195266273,169,171,2022-01-01_2022-12-31,HRES,3 days,EuroAtlantic,72.0,2022,year,ALL,2022-01-01,2022-12-31
95,23,12,594,0.8050847457627118,0.1121495327102803,0.7307692307692307,0.9067796610169492,118,107,2022-01-01_2022-12-31,HRES,3 days,Pacific,72.0,2022,year,ALL,2022-01-01,2022-12-31
129,40,28,523,0.7633136094674556,0.1783439490445859,0.6548223350253807,0.9289940828402368,169,157,2022-01-01_2022-12-31,HRES,5 days,EuroAtlantic,120.0,2022,year,ALL,2022-01-01,2022-12-31
78,37,33,572,0.6782608695652174,0.2972972972972973,0.527027027027027,0.9652173913043478,115,111,2022-01-01_2022-12-31,HRES,5 days,Pacific,120.0,2022,year,ALL,2022-01-01,2022-12-31
111,58,52,495,0.6568047337278107,0.3190184049079754,0.502262443438914,0.9644970414201184,169,163,2022-01-01_2022-12-31,HRES,7 days,EuroAtlantic,168.0,2022,year,ALL,2022-01-01,2022-12-31
65,48,40,563,0.5752212389380531,0.3809523809523809,0.4248366013071895,0.9292035398230089,113,105,2022-01-01_2022-12-31,HRES,7 days,Pacific,168.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,1 days,EuroAtlantic,24.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,1 days,Pacific,24.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,3 days,EuroAtlantic,72.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,3 days,Pacific,72.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,5 days,EuroAtlantic,120.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,5 days,Pacific,120.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,7 days,EuroAtlantic,168.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,7 days,Pacific,168.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,1 days,EuroAtlantic,24.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,1 days,Pacific,24.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,3 days,EuroAtlantic,72.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,3 days,Pacific,72.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,5 days,EuroAtlantic,120.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,5 days,Pacific,120.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,7 days,EuroAtlantic,168.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,7 days,Pacific,168.0,2022,year,ALL,2022-01-01,2022-12-31
