tag,bucket,season,variable,delta,pair,metric,favorable
2018,year,ALL,mslp,,GraphCast_minus_HRES,rmse_mean,False
2018,year,ALL,t850,,GraphCast_minus_HRES,rmse_mean,False
2018,year,ALL,u850,,GraphCast_minus_HRES,rmse_mean,False
2018,year,ALL,v850,,GraphCast_minus_HRES,rmse_mean,False
2018,year,ALL,z500,,GraphCast_minus_HRES,rmse_mean,False
2019,year,ALL,mslp,-74.4711990073053,GraphCast_minus_HRES,rmse_mean,True
2019,year,ALL,t850,-0.44344272267519047,GraphCast_minus_HRES,rmse_mean,True
2019,year,ALL,u850,-0.8233981570488131,GraphCast_minus_HRES,rmse_mean,True
2019,year,ALL,v850,-0.8700142471952965,GraphCast_minus_HRES,rmse_mean,True
2019,year,ALL,z500,-75.311188361132,GraphCast_minus_HRES,rmse_mean,True
2020,year,ALL,mslp,-52.56534231675357,GraphCast_minus_HRES,rmse_mean,True
2020,year,ALL,t850,-0.3106481938737238,GraphCast_minus_HRES,rmse_mean,True
2020,year,ALL,u850,-0.6524858050730336,GraphCast_minus_HRES,rmse_mean,True
2020,year,ALL,v850,-0.6516287183783307,GraphCast_minus_HRES,rmse_mean,True
2020,year,ALL,z500,-54.03965737586577,GraphCast_minus_HRES,rmse_mean,True
2021,year,ALL,mslp,-80.5369013216469,GraphCast_minus_HRES,rmse_mean,True
2021,year,ALL,t850,-0.4207918897002516,GraphCast_minus_HRES,rmse_mean,True
2021,year,ALL,u850,-0.7480738242280367,GraphCast_minus_HRES,rmse_mean,True
2021,year,ALL,v850,-0.736227551183017,GraphCast_minus_HRES,rmse_mean,True
2021,year,ALL,z500,-80.538229576513,GraphCast_minus_HRES,rmse_mean,True
2022,year,ALL,mslp,,GraphCast_minus_HRES,rmse_mean,False
2022,year,ALL,t850,,GraphCast_minus_HRES,rmse_mean,False
2022,year,ALL,u850,,GraphCast_minus_HRES,rmse_mean,False
2022,year,ALL,v850,,GraphCast_minus_HRES,rmse_mean,False
2022,year,ALL,z500,,GraphCast_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,mslp,,GraphCast_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,t850,,GraphCast_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,u850,,GraphCast_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,v850,,GraphCast_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,z500,,GraphCast_minus_HRES,rmse_mean,False
DJF_2020,season,DJF,mslp,-55.11191952998348,GraphCast_minus_HRES,rmse_mean,True
DJF_2020,season,DJF,t850,-0.30824402985981214,GraphCast_minus_HRES,rmse_mean,True
DJF_2020,season,DJF,u850,-0.6987993010072744,GraphCast_minus_HRES,rmse_mean,True
DJF_2020,season,DJF,v850,-0.6573522985638665,GraphCast_minus_HRES,rmse_mean,True
DJF_2020,season,DJF,z500,-52.136587913122526,GraphCast_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,mslp,-66.30394087777103,GraphCast_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,t850,-0.42285221208484325,GraphCast_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,u850,-0.6878126991030014,GraphCast_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,v850,-0.7063922670095035,GraphCast_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,z500,-70.02840246968589,GraphCast_minus_HRES,rmse_mean,True
DJF_2022,season,DJF,mslp,,GraphCast_minus_HRES,rmse_mean,False
DJF_2022,season,DJF,t850,,GraphCast_minus_HRES,rmse_mean,False
DJF_2022,season,DJF,u850,,GraphCast_minus_HRES,rmse_mean,False
DJF_2022,season,DJF,v850,,GraphCast_minus_HRES,rmse_mean,False
DJF_2022,season,DJF,z500,,GraphCast_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,mslp,,GraphCast_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,t850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,u850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,v850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,z500,,GraphCast_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,mslp,,GraphCast_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,t850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,u850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,v850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,z500,,GraphCast_minus_HRES,rmse_mean,False
JJA_2020,season,JJA,mslp,-39.51196504473114,GraphCast_minus_HRES,rmse_mean,True
JJA_2020,season,JJA,t850,-0.316200033128085,GraphCast_minus_HRES,rmse_mean,True
JJA_2020,season,JJA,u850,-0.5943098316655684,GraphCast_minus_HRES,rmse_mean,True
JJA_2020,season,JJA,v850,-0.6263843366913928,GraphCast_minus_HRES,rmse_mean,True
JJA_2020,season,JJA,z500,-47.59423111402111,GraphCast_minus_HRES,rmse_mean,True
JJA_2021,season,JJA,mslp,,GraphCast_minus_HRES,rmse_mean,False
JJA_2021,season,JJA,t850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2021,season,JJA,u850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2021,season,JJA,v850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2021,season,JJA,z500,,GraphCast_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,mslp,,GraphCast_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,t850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,u850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,v850,,GraphCast_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,z500,,GraphCast_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,mslp,,GraphCast_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,t850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,u850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,v850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,z500,,GraphCast_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,mslp,,GraphCast_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,t850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,u850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,v850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,z500,,GraphCast_minus_HRES,rmse_mean,False
MAM_2020,season,MAM,mslp,-56.74964445600057,GraphCast_minus_HRES,rmse_mean,True
MAM_2020,season,MAM,t850,-0.30357181825050183,GraphCast_minus_HRES,rmse_mean,True
MAM_2020,season,MAM,u850,-0.6738733508542714,GraphCast_minus_HRES,rmse_mean,True
MAM_2020,season,MAM,v850,-0.6170941235802836,GraphCast_minus_HRES,rmse_mean,True
MAM_2020,season,MAM,z500,-55.67160140503307,GraphCast_minus_HRES,rmse_mean,True
MAM_2021,season,MAM,mslp,,GraphCast_minus_HRES,rmse_mean,False
MAM_2021,season,MAM,t850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2021,season,MAM,u850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2021,season,MAM,v850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2021,season,MAM,z500,,GraphCast_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,mslp,,GraphCast_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,t850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,u850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,v850,,GraphCast_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,z500,,GraphCast_minus_HRES,rmse_mean,False
SON_2018,season,SON,mslp,,GraphCast_minus_HRES,rmse_mean,False
SON_2018,season,SON,t850,,GraphCast_minus_HRES,rmse_mean,False
SON_2018,season,SON,u850,,GraphCast_minus_HRES,rmse_mean,False
SON_2018,season,SON,v850,,GraphCast_minus_HRES,rmse_mean,False
SON_2018,season,SON,z500,,GraphCast_minus_HRES,rmse_mean,False
SON_2019,season,SON,mslp,-46.766951353427714,GraphCast_minus_HRES,rmse_mean,True
SON_2019,season,SON,t850,-0.40117095050646334,GraphCast_minus_HRES,rmse_mean,True
SON_2019,season,SON,u850,-0.6091958292881117,GraphCast_minus_HRES,rmse_mean,True
SON_2019,season,SON,v850,-0.6904261786884778,GraphCast_minus_HRES,rmse_mean,True
SON_2019,season,SON,z500,-45.934139982118666,GraphCast_minus_HRES,rmse_mean,True
SON_2020,season,SON,mslp,-61.94974138218299,GraphCast_minus_HRES,rmse_mean,True
SON_2020,season,SON,t850,-0.32380804708696775,GraphCast_minus_HRES,rmse_mean,True
SON_2020,season,SON,u850,-0.7005239523712463,GraphCast_minus_HRES,rmse_mean,True
SON_2020,season,SON,v850,-0.6828192581619552,GraphCast_minus_HRES,rmse_mean,True
SON_2020,season,SON,z500,-60.82049902688942,GraphCast_minus_HRES,rmse_mean,True
SON_2021,season,SON,mslp,,GraphCast_minus_HRES,rmse_mean,False
SON_2021,season,SON,t850,,GraphCast_minus_HRES,rmse_mean,False
SON_2021,season,SON,u850,,GraphCast_minus_HRES,rmse_mean,False
SON_2021,season,SON,v850,,GraphCast_minus_HRES,rmse_mean,False
SON_2021,season,SON,z500,,GraphCast_minus_HRES,rmse_mean,False
SON_2022,season,SON,mslp,,GraphCast_minus_HRES,rmse_mean,False
SON_2022,season,SON,t850,,GraphCast_minus_HRES,rmse_mean,False
SON_2022,season,SON,u850,,GraphCast_minus_HRES,rmse_mean,False
SON_2022,season,SON,v850,,GraphCast_minus_HRES,rmse_mean,False
SON_2022,season,SON,z500,,GraphCast_minus_HRES,rmse_mean,False
2018,year,ALL,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
2018,year,ALL,t850,,NeuralGCM_minus_HRES,rmse_mean,False
2018,year,ALL,u850,,NeuralGCM_minus_HRES,rmse_mean,False
2018,year,ALL,v850,,NeuralGCM_minus_HRES,rmse_mean,False
2018,year,ALL,z500,,NeuralGCM_minus_HRES,rmse_mean,False
2019,year,ALL,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
2019,year,ALL,t850,,NeuralGCM_minus_HRES,rmse_mean,False
2019,year,ALL,u850,,NeuralGCM_minus_HRES,rmse_mean,False
2019,year,ALL,v850,,NeuralGCM_minus_HRES,rmse_mean,False
2019,year,ALL,z500,,NeuralGCM_minus_HRES,rmse_mean,False
2020,year,ALL,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
2020,year,ALL,t850,-0.26638202699020797,NeuralGCM_minus_HRES,rmse_mean,True
2020,year,ALL,u850,-0.46272931179436405,NeuralGCM_minus_HRES,rmse_mean,True
2020,year,ALL,v850,-0.45479660364259633,NeuralGCM_minus_HRES,rmse_mean,True
2020,year,ALL,z500,-53.05315055783478,NeuralGCM_minus_HRES,rmse_mean,True
2021,year,ALL,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
2021,year,ALL,t850,,NeuralGCM_minus_HRES,rmse_mean,False
2021,year,ALL,u850,,NeuralGCM_minus_HRES,rmse_mean,False
2021,year,ALL,v850,,NeuralGCM_minus_HRES,rmse_mean,False
2021,year,ALL,z500,,NeuralGCM_minus_HRES,rmse_mean,False
2022,year,ALL,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
2022,year,ALL,t850,,NeuralGCM_minus_HRES,rmse_mean,False
2022,year,ALL,u850,,NeuralGCM_minus_HRES,rmse_mean,False
2022,year,ALL,v850,,NeuralGCM_minus_HRES,rmse_mean,False
2022,year,ALL,z500,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,t850,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,u850,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,v850,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2019,season,DJF,z500,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2020,season,DJF,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2020,season,DJF,t850,-0.2762220487730107,NeuralGCM_minus_HRES,rmse_mean,True
DJF_2020,season,DJF,u850,-0.5315948085273057,NeuralGCM_minus_HRES,rmse_mean,True
DJF_2020,season,DJF,v850,-0.4725524270725945,NeuralGCM_minus_HRES,rmse_mean,True
DJF_2020,season,DJF,z500,-50.91663333859259,NeuralGCM_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2021,season,DJF,t850,-0.46012558049043895,NeuralGCM_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,u850,-0.6562044373041935,NeuralGCM_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,v850,-0.6695198156610456,NeuralGCM_minus_HRES,rmse_mean,True
DJF_2021,season,DJF,z500,-93.66948218782682,NeuralGCM_minus_HRES,rmse_mean,True
DJF_2022,season,DJF,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2022,season,DJF,t850,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2022,season,DJF,u850,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2022,season,DJF,v850,,NeuralGCM_minus_HRES,rmse_mean,False
DJF_2022,season,DJF,z500,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,t850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,u850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,v850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2018,season,JJA,z500,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,t850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,u850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,v850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2019,season,JJA,z500,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2020,season,JJA,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2020,season,JJA,t850,-0.27574995022011084,NeuralGCM_minus_HRES,rmse_mean,True
JJA_2020,season,JJA,u850,-0.42023674475346784,NeuralGCM_minus_HRES,rmse_mean,True
JJA_2020,season,JJA,v850,-0.4518966800135882,NeuralGCM_minus_HRES,rmse_mean,True
JJA_2020,season,JJA,z500,-48.690977302817316,NeuralGCM_minus_HRES,rmse_mean,True
JJA_2021,season,JJA,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2021,season,JJA,t850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2021,season,JJA,u850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2021,season,JJA,v850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2021,season,JJA,z500,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,t850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,u850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,v850,,NeuralGCM_minus_HRES,rmse_mean,False
JJA_2022,season,JJA,z500,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,t850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,u850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,v850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2018,season,MAM,z500,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,t850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,u850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,v850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2019,season,MAM,z500,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2020,season,MAM,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2020,season,MAM,t850,-0.25525582171582384,NeuralGCM_minus_HRES,rmse_mean,True
MAM_2020,season,MAM,u850,-0.4906341464509669,NeuralGCM_minus_HRES,rmse_mean,True
MAM_2020,season,MAM,v850,-0.4306439934159476,NeuralGCM_minus_HRES,rmse_mean,True
MAM_2020,season,MAM,z500,-55.4336588220433,NeuralGCM_minus_HRES,rmse_mean,True
MAM_2021,season,MAM,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2021,season,MAM,t850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2021,season,MAM,u850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2021,season,MAM,v850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2021,season,MAM,z500,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,t850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,u850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,v850,,NeuralGCM_minus_HRES,rmse_mean,False
MAM_2022,season,MAM,z500,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2018,season,SON,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2018,season,SON,t850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2018,season,SON,u850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2018,season,SON,v850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2018,season,SON,z500,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2019,season,SON,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2019,season,SON,t850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2019,season,SON,u850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2019,season,SON,v850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2019,season,SON,z500,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2020,season,SON,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2020,season,SON,t850,-0.2465773792865833,NeuralGCM_minus_HRES,rmse_mean,True
SON_2020,season,SON,u850,-0.4367668809899419,NeuralGCM_minus_HRES,rmse_mean,True
SON_2020,season,SON,v850,-0.42420517266992785,NeuralGCM_minus_HRES,rmse_mean,True
SON_2020,season,SON,z500,-51.30069102925518,NeuralGCM_minus_HRES,rmse_mean,True
SON_2021,season,SON,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2021,season,SON,t850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2021,season,SON,u850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2021,season,SON,v850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2021,season,SON,z500,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2022,season,SON,mslp,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2022,season,SON,t850,,NeuralGCM_minus_HRES,rmse_mean,False
SON_2022,season,SON,u850,,NeuralGCM_minus_HRES,rmse_mean,False
